Position ID,Company,Position,Score
437018,PJM Interconnection (DZConneX),Platform Ops Co-Op,80
437009,PJM Interconnection (DZConneX),Operations Application Co-Op,85
436985,PJM Interconnection (DZConneX),Corporate Data Services Co-Op,85
436975,Hersha Hospitality Management (HHM),Information Technology Analyst Co-Op,75
398508,SAP America,SAP iXp Intern -Software Development and Testing -  Spring / Summer Drexel Co-op 2025,90
230947,Kulicke & Soffa,Computer Vision Engineer Co-op,65
392015,Kulicke & Soffa,Process Software Engineering Co-op,82
416777,Cornelis Networks,SYSTEM VALIDATION ENGINEER (Co-Op),85
414909,National Board of Medical Examiners,Collaborative Services Engineer,68
353574,National Board of Medical Examiners,Full Stack Software Engineer,82
342533,National Board of Medical Examiners,Security Analyst,85
104016,National Board of Medical Examiners,Desktop Services Analyst,60
335217,Susquehanna Int'l Group LLP,Systems Engineer Co-op,95
434585,Susquehanna Int'l Group LLP,Data Distribution Co-op,95
343664,Susquehanna Int'l Group LLP,Devops Engineer Co-op,95
426885,The Mom Edit ,Software Engineer Assistant For Center City Fashion Blog,70
434174,"Penn Mutual Asset Management, Inc. ",Software Engineer Coop,90
436853,Games for Love,Game Design and Development OPT/ CPT Internship,50
436850,FMC Corporation,Data Engineering Co-Op,95
436842,ChargeItSpot,Software Engineering Internship,82
436830,Fi Group Inc.,TECHNICAL CONSULTANT CO-OP,85
436811,GlaxoSmithKline,"Spring Co-op/Business Data Analytics (UPPER PROVIDENCE, PA) *NAIK",95
436790,Drexel University,Software developer,90
419837,Opex Corporation,Host Software Engineering Co-Op,74
421471,Exelon,79195- TS Reliability Engineering- PHI Co-op (Joe Mauriello),85
416789,"Day & Zimmermann, Inc.",Desktop Support Specialist Co-Op,72
432875,Future Technologies Laboratory LLC,Electronics Design Assistant,75
436687,Urban Outfitters,Nuuly Software Engineer Co-op,90
436665,REsurety,Software Engineering Co-Op,95
423799,Lavner Camps & Programs,EdTech IT Internship,70
436550,"Draeger Medical Systems, Inc.",Software Engineer Intern,75
421645,Exelon,81001 - Uncrewed Aerial Systems (UAS) - BGE Co-Op (Andy McCauley),85
421643,Exelon,00067 - Exelon Utilities (EU) Analytics- Data Science - BSC Co-Op (Vladyslav Anderson),82
424892,Exelon,87408- Distribution Automation and Technology- BGE Co-op (Hamid Abdurrahim),80
398535,Drexel University - College of Medicine,IT Support,75
379654,Drexel University,Web Developer/Drexel University College of Medicine,80
411563,City of Vineland Electric,Geographic Information System (GIS) Specialist,65
416424,NeuroFlow ,Cybersecurity Associate,92
349917,Drexel University,Junior Developer,80
423801,Mama May i,App Designer/Developer,40
368871,"EZ Soft, Inc.",Software Developer Co-op,90
436364,COMCAST CORPORATION,Comcast Software Engineer Co-op,90
424199,Cornelis Networks,EMBEDDED SOFTWARE ENGINEER CO-OP,75
397925,"Bentley Systems, Inc.",Software Engineering Co-Op,82
411772,Opex Corporation,Unreal Engine C++ Developer Co-op (Warehouse Automation),70
422980,Apple Inc.,Hardware Technology Internships,72
424665,Drexel University,Data Analysts for Autonomous Vehicle Shuttle (AVS) Passenger’s Perception,75
437141,Excelitas Technologies,Electrical Engineering Co-op,30
437131,CITY OF PHILADELPHIA,Technical Support Specialist,72
429486,Leonardo Helicopters ,Aircraft Systems Integration Engineering,65
437111,Two Six Technologies,QA Analyst,85
433511,BlackRock ,SMA Solutions Tech Analyst,87
308965,Lockheed Martin,"Co-op Technical Sr/Dave Talan/ Cherry Hill, NJ",85
437085,Lockheed Martin,Electrical or Systems Engineer (RADAR Systems) - Drexel Co-Op - 679019BR - Janos Vajda,70
437073,Lockheed Martin,Software Engineer (Developer) - Drexel Co-Op - 678856BR - Jill Frassetto,90
437070,Lockheed Martin,Systems Integration & Test Engineer Drexel Co-Op - 678755BR - Madeleine Long,92
437065,Lockheed Martin,Software Engineer Drexel Co-Op - 677168BR -  James Cotter,95
437059,Marlette Funding,Software Engineer Co-Op,85
437057,Lockheed Martin,Systems Engineer (Combat Systems) Drexel Co-Op - 671147BR - Dhvanika Patel,85
437051,Rhoads ,Co-Op Security Compliance,80
423402,Turn 14 Distribution,Web Development Co-op,80
426774,eMoney Advisor LLC,"Co-op, Software Engineer",85
437008,Holman,Information Security Operations Specialist,65
420357,Holman,PC Support Analyst,80
436995,Holman,Product Management Analyst,80
436952,Two Six Technologies,UI Engineer,85
436949,Vanguard Group,Technology Operations,95
436948,Berkley Technology Services ,Platform Identity Management Co-Op,90
436947,Vanguard Group,Application Engineer,95
436945,Vanguard Group,Mobile Engineer,80
308838,"TMNA Services, LLC",Systems Administrator Co-op,80
426563,TherapyNotes LLC,Quality Assurance Engineer Co-op,85
426566,TherapyNotes LLC,Systems Administrator Co-op,85
426561,TherapyNotes LLC,Software Developer Co-op,85
436915,Johnson & Johnson,JJT TSE Solution Engineer Co-op,85
436913,Johnson & Johnson,SAP Supply chain Deliver(SD/LE) Co-op,85
436911,Johnson & Johnson,JJT Data Engineering Co-op,95
382474,Lockheed Martin,"Co-Op Technical Spec /Alex Abad/ Cherry Hill, NJ",85
343919,Imalogix,Developer/Programmer,85
377664,NAVSEA,Student Trainee (Engineering Coop)-Cybersecure HMandE Control Systems and Networks Dept (Dept 50),80
377661,NAVSEA,"Student Trainee (Engineering Coop)-Propulsion, Power and Auxiliary Machinery Systems Dept (Dept 40)",85
377660,NAVSEA,"Student Trainee (Engineering Coop)-Machinery, Research, Logistics, and Ship Integrity Dept (Dept 30)",82
378093,"Drexel University, Center for Functional Fabrics ",Systems Integration Software Engineer,55
378106,"Drexel University, Center for Functional Fabrics ",Technology Manufacturing Assistant,75
416785,"Day & Zimmermann, Inc.",SAP Security Administrator Co-Op,85
362277,UNISYS Corporation,Software Engineer- ClearPath Systems Software Engineer Co-op,85
436651,Webstaurantstore,Software Development Co-Op,92
436650,Webstaurantstore,QA Automation Developer Co-Op,85
429418,COMSPOC,Jr. Software Developer,85
436573,"EWA Government Systems, Inc.",Software Engineering Co-Op,85
436571,AVEVA LLC ,Software Developer Co-Op,95
417961,Cozen O'Connor,Development Co-op (IS),80
296414,Woodward McCoach Inc.,FPGA Development Engineer,57
424670,PROCONEX,Lifecycle Services Co-Op,85
426419,Independence Blue Cross,College Co-op: Pharmacy Analyst (Polli),80
369897,"Burns Engineering, Inc.",Technology Systems Engineering Co-op,75
423013,"Burns Engineering, Inc.",IT Co-op,85
436492,QuotaPath,Software Engineer Itern,85
32823,AT&T Mobility,Radio Network Engineering Co-op,90
419752,Davidson Kempner ,Technology Co-op,95
436463,COMCAST CORPORATION,Comcast Global Audit Technology Co-op,90
411631,SRI International,Systems Engineering Co-op,85
424275,SRI International,Embedded Software Engineering Co-op,75
426454,Mayo Clinic Division of Computational Pathology & AI,AI research assistant - Mayo Clinic,75
341123,"EZ Soft, Inc.",Automation Co-op,78
436377,COMCAST CORPORATION,Comcast Software Engineer Co-op,95
436376,COMCAST CORPORATION,Comcast Software Engineer Co-op,90
436374,COMCAST CORPORATION,Comcast Software Full Stack Developer - Sports Experiences Co-op,95
436373,COMCAST CORPORATION,Comcast Software Engineer Co-op,95
436372,COMCAST CORPORATION,Comcast Software Engineer Co-op,95
436370,COMCAST CORPORATION,Comcast Machine Learning Co-op,85
436369,COMCAST CORPORATION,Comcast Wi-Fi & Mesh Engineering Co-op,92
23651,Woodward McCoach Inc.,Software Development Engineer,85
436365,COMCAST CORPORATION,Comcast DevOps Co-op,92
436363,COMCAST CORPORATION,"Comcast Software Developer, Frontend Development Co-op",85
436359,COMCAST CORPORATION,Comcast Program Manager Co-op,85
436358,COMCAST CORPORATION,Comcast Software Engineer Co-op,85
436357,COMCAST CORPORATION,Comcast AI Technologies Front-End Engineer Co-op,95
436356,COMCAST CORPORATION,Comcast Utility Incentive Analyst Co-op,70
436354,COMCAST CORPORATION,Comcast Technical Program Manager Co-op,85
435990,Army Research Laboratory,Thermal/Mechanical Engineering - Defense Research Co-op,65
435632,ChargeItSpot,Electrical Engineering Co-op,68
430964,Air Management Services,Engineering Co-op- Facility Compliance,35
437056,NeuroFlow ,Documentation/Knowledge Management Associate,80
437043,Marlette Funding,Credit - Personal Loan Strategy Co-Op,85
436951,Ormat Energy Storage Solutions,"Intern, Data Intelligence",88
431764,YEN Studios,Graphic + UX/UI Design Co-op,45
436664,Opex Corporation,UX Designer Co-Op,70
433557,Philadelphia Streets Department,Information Technology,60
416905,FMC Corporation,IT Security and Compliance Co-op,75
437014,PJM Interconnection (DZConneX),Operations Planning Co-Op,85
429492,"Hamilton Lane Advisors, Inc.",Desktop Support Analyst Co Op,75
436704,Drexel University,Library Technology Assistant,68
335506,Agilence Inc.,Software Development Co-op,95
437015,PJM Interconnection (DZConneX),Planning and Legal Applications Co-Op,90
437005,PJM Interconnection (DZConneX),Networks Co-Op,70
436966,PJM Interconnection (DZConneX),Application Architecture Co-Op,85
416639,"Pennoni  Associates, Inc.","IT Analyst (Philadelphia, PA)",80
437027,South Jersey Industries,Data Analytics Co-Op,85
436523,SPS Technologies,IT Co-op,75
423294,Amazon Robotics,Amazon Robotics - Software Development Engineer Co-op - Spring 2025,87
429704,Accurate Tool Company,Computer Engineer Co-op,75
372111,MilkCrate ,Software Engineering Co-op,70
437062,Marlette Funding,Site Reliability Engineer Jr. Developer Co-Op,85
317028,NAVAIR,"Engineer Aid (Elect, Computer, Mechan)/Lakehurst,NJ",65
436992,SocialLadder,UI/UX Designer Co-Op,40
436957,Lilly Pulitzer,Creative Content Design Co-Op,55
421448,NewPoint Strategies,Animation Co-op,35
436907,YEN Studios,Graphic Design Intern,35
429825,"AdMed, Inc.",Motion Graphics Co-op,42
362183,EwingCole,Architectural Digital Artist Co-op,60
436746,Pond Lehocky Stern Giordano,Videographer Co-op,35
400194,TeachMe TV LLC,Educational Instructional Designer,65
432117,City Test Prep / MindFlow,Sound Support Co-Op for Online Vidcast,40
431794,City Test Prep / MindFlow,Video/Animation Co-Op for Education Company/Ed Tech Product,20
295007,Dream Machine Creative,Post-Production and Production Assistant - Commercial Production,20
336863,MilkCrate ,Digital Product + Graphic Design Co-op,30
437033,Brooklyn Digital Foundry,Visualization Production Co-op,40
418251,MJH Life Sciences,Motion Graphics Design Co-op,35
426691,Carson's Village,Motion Graphics Designer/Video Editor,40
424156,FreeAxez,Revit Design Co-op,55
436940,Princeton University,Project Coordinator Co-op,35
430746,HLB Lighting Design,Lighting Design Co-op,30
427739,HNTB Corporation,Co-Op Architect,30
434313,Host Hotels & Resorts,Construction Analyst,25
425261,TBS Services,Architectural Co-op,55
368855,Medical Rehabilitation Center of Pennsylvania,Physical Therapy Aide,25
436978,Upside Down Crab Bucket Inc,Cinematographer,10
436929,Drexel University,"Graphic Designer - Department of Marketing + Media, Pennoni Honors College",50
436689,Urban Outfitters,Nuuly UX Co-op,60
436423,Breslow Partners,Graphic Design,20
433845,Lobo Mau ,Design and Merchandising Assistant,15
427706,Children’s Apparel Network,Design Co-op - Dresses Division,10
414119,A Wish Come True,Dance Costume Design and Development Co-op,15
437092,Printfresh Studio LLC,Design Co-Op,10
432750,Petites Reveries,Fashion Design and Marketing Assistant,15
398939,"FEW MODA, INC.",Sales Co-op - Fashion Industry/NYC,35
427842,Saks Fifth Avenue,SFA Alteration Academy Apprentice,10
436686,Urban Outfitters,Urban Outfitters Design - Hardgoods Co-op,45
436672,American Trench,"Business, Merchandising and Design Co Op",30
433507,MELITTA BAUMEISTER,Production Co-op,20
436508,Marchesa,Couture Design Co-op,10
380734,Jonathan Cohen ,Design Studio Co-op,20
396335,KRSTN NDRSN LLC / iteration,Design Assistant Co-op - REMOTE,20
423995,Mon Cheri Bridal Inc.,Quality Control Specialist,15
380614,M Concept by The Philly Shops LLC ,"Assistant Fashion Merchandising, Social Media and Retail Operations",20
384735,Phineas Gage,Sales Specialist:  Sales/Merchandising/Inventory/Marketing,15
432981,Haddad Brands,Wholesale Sales Co-op,50
